Saving all output to "/usr/hdp/2.6.3.0-235/phoenix/bin/../../../../../home/user03/USER03Q1.csv". Enter "record" with no arguments to stop it.
'NAME','CITY','STATE','STARS'
'Burreatos','Stuttgart','BW','4.0'
'Heavenly Scent Pro Cleaning Services','Pittsburgh','PA','4.0'
'Neo-Paws International','Toronto','ON','1.0'
'YUM Frozen Yogurt','Pine','PA','3.5'
'Moments By Manda','Mesa','AZ','3.5'
'Shepherd's Crook','Georgetown','ON','3.0'
'Small Bar Fort Mill','Fort Mill','SC','4.0'
'Tijuana Tan','Phoenix','AZ','3.5'
'Estilo 5','Las Vegas','NV','5.0'
'CocoaLatte','Toronto','ON','4.0'
'T-Mobile','Las Vegas','NV','3.0'
'Park Side Pub','Mc Farland','WI','4.0'
'Jake's Auto Repair Service','Youngtown','AZ','4.5'
'Jud Carpenter','Henderson','NV','5.0'
'Brio Tuscan Grille','Scottsdale','AZ','3.5'
'Renaissance Patisserie','Charlotte','NC','4.5'
'Dogs Day Out','Indian Trail','NC','4.0'
'Perennials','Phoenix','AZ','5.0'
'Great Clips','Gilbert','AZ','3.5'
'Diamond's Beauty Bar','Matthews','NC','2.5'
'Shichimi Sushi','Toronto','ON','3.5'
'Full of Beans Coffee House & Roastery','Toronto','ON','4.0'
'Jobin Lave-Auto Enr','Laval','QC','2.0'
'Sheraton Station Square Hotel','Pittsburgh','PA','1.5'
'Fit4Less','Scarborough','ON','3.5'
'Heritage Funeral Home Weddington Chapel','Matthews','NC','4.5'
'East West Futons','Toronto','ON','4.5'
'Dillard's','Phoenix','AZ','3.5'
'Bill Abbott Chevrolet Buick','Monticello','IL','3.5'
'Green Earth Organics','Toronto','ON','1.5'
'Parkwood Apartments','Phoenix','AZ','2.0'
'Frankenstein & Bier Keller','Edinburgh','EDH','3.0'
'Joyride Taco House','Gilbert','AZ','4.0'
'Sunshine Spa & Nails','Toronto','ON','2.0'
'MINISO','Pickering','ON','3.5'
'Gnar Gnar Tours','Tempe','AZ','5.0'
'Watermill Express','Phoenix','AZ','2.0'
'Bespoke Inn and Bespoke Cycles','Scottsdale','AZ','5.0'
'GingerHoney Skin Care','Phoenix','AZ','4.5'
'Lee's Discount Liquor','North Las Vegas','NV','3.5'
'Hardee's','Madison','WI','3.0'
'Ice Bar','Las Vegas','NV','4.5'
'WellHealth Women's Specialty Care','Las Vegas','NV','3.0'
'Hair It Is & Nails Too','Pittsburgh','PA','5.0'
'Green Beanery','Toronto','ON','3.0'
'MSK Automotive','Wexford','PA','4.0'
'Village Inn','Scottsdale','AZ','3.0'
'A Great Smile Dental','Las Vegas','NV','4.5'
'Mr Pide','Toronto','ON','4.5'
'Taziki's Mediterranean Cafe','Charlotte','NC','4.0'
'Xin Jiang Restaurant','Markham','ON','3.5'
'Risas Dental and Braces - Mesa','Mesa','AZ','3.0'
'Industry Public House','Pittsburgh','PA','3.5'
'Taco Bell','Phoenix','AZ','2.5'
'Sonic Drive-In','Mesa','AZ','2.0'
'Insight Wellness','Charlotte','NC','3.5'
'La Main D'or','Toronto','ON','3.5'
'Which Wich','Charlotte','NC','3.5'
'Pet Paradise - Matthews','Matthews','NC','4.0'
'Pokeman','Las Vegas','NV','4.0'
'Ivory Row Bridal','Phoenix','AZ','4.0'
'White Lily Diner','Toronto','ON','4.5'
'Pizza Taglio','Pittsburgh','PA','4.5'
'Heusteigviertel','Stuttgart','BW','4.5'
'Biggby Coffee','Champaign','IL','4.0'
'Scizzors At Signatures','Phoenix','AZ','4.5'
'Mattress Firm Silverstone','Scottsdale','AZ','5.0'
'BVIP Limousine Service Ltd','Medina','OH','3.5'
'Buffalo Bill Wings','MontrΓ©al','QC','1.5'
'The Rigby Pub And Grill','Madison','WI','3.5'
'Belmont Cleaners and Laundry','Belmont','NC','2.0'
'QDOBA Mexican Eats','Madison','WI','4.0'
'Nine Stories','Pittsburgh','PA','4.5'
'Hotel Espresso','MontrΓ©al','QC','2.5'
'Noodles & Company','Peoria','AZ','3.5'
'Scarborotown Chrysler','Scarborough','ON','3.5'
'Craters & Freighters','Charlotte','NC','5.0'
'Reliance Complete Auto Repair','Las Vegas','NV','5.0'
'Affordable Image','Phoenix','AZ','5.0'
'Not Just Coffee - 7th Street','Charlotte','NC','4.5'
'Ameritemps','Phoenix','AZ','1.0'
'Supercuts','Anthem','AZ','4.5'
'Denver's Car Care','Phoenix','AZ','5.0'
'Palo Verde Lounge','Tempe','AZ','4.0'
'Dignity Health AZ General Hospital Emergency Room - Mesa','Mesa','AZ','2.5'
'Charley's Grilled Subs','Strongsville','OH','3.5'
'Driftwood Catering','Cleveland','OH','2.0'
'Mayo Clinic Primary Care','Chandler','AZ','2.5'
'Enterprise Rent-A-Car','Phoenix','AZ','4.0'
'Extended Stay America - Scottsdale','Scottsdale','AZ','2.0'
'Pizza Studio','Mississauga','ON','5.0'
'Lobby Bar','Las Vegas','NV','2.5'
'Postal Connections','Verona','WI','4.0'
'PostNet','Scottsdale','AZ','2.5'
'Liberty Nails','Tempe','AZ','3.0'
'NextCare Urgent Care','Phoenix','AZ','3.0'
'Dependable Dental Services','North Olmsted','OH','5.0'
'Amadeus Patisserie','Thornhill','ON','4.0'
'Rainbow Garden','Urbana','IL','3.0'
'Continental Inn','Charlotte','NC','2.5'
'Level at Sixteenth by Mark-Taylor','Phoenix','AZ','3.5'
'Great Northern Mall','North Olmsted','OH','3.0'
'Power Alarm Securities Systems','Euclid','OH','3.5'
'Smokey's Tavern','Pittsburgh','PA','3.5'
'Jack Astor's Bar & Grill','Boisbriand','QC','3.5'
'Bumper To Bumper Automotive','Las Vegas','NV','5.0'
'Ineffable Ca Phe','Pittsburgh','PA','4.5'
'Lexy Marie','Scottsdale','AZ','5.0'
'Music & Arts','Gilbert','AZ','3.0'
'La-Z-Boy Furniture Galleries','Pineville','NC','1.5'
'Warrior Wraps','Las Vegas','NV','4.5'
'Gold Pawn Brokers','Mesa','AZ','5.0'
'Blue Canyon Kitchen & Tavern','Twinsburg','OH','3.5'
'Montti Income Tax Service','Las Vegas','NV','5.0'
'Carrabba's Italian Grill','Matthews','NC','3.5'
'Pizzeria Villeray','MontrΓ©al','QC','3.0'
'McDonald's','Avon Lake','OH','1.0'
'Bra Boutique','Las Vegas','NV','4.0'
'Nandini Indian Cuisine','Tempe','AZ','4.0'
'Public House','Cleveland','OH','3.5'
'Batter's Box Baseball Cards & Stuff','Phoenix','AZ','5.0'
'Hey Spicy Hotpot','Richmond Hill','ON','2.5'
'Sin City Thai Restaurant','Las Vegas','NV','3.5'
'DeLorme Studios','Scottsdale','AZ','4.0'
'Juno Hair','Champaign','IL','3.0'
'Panda Express','Las Vegas','NV','3.5'
'The Butcher Block','Las Vegas','NV','4.5'
'Relax Spa At Aliante','North Las Vegas','NV','3.5'
'Star Locksmith - Las Vegas','Las Vegas','NV','1.0'
'Pizza Pizza','Mississauga','ON','2.5'
'Therapeutic Sole','Scottsdale','AZ','5.0'
'LIK MANDALAY - Peter Lik Fine Art Photography','Las Vegas','NV','4.0'
'Chick-fil-A','Concord','NC','4.0'
'OSS Orthopedic & Sports Specialists','Mesa','AZ','5.0'
'57 Cals','Laval','QC','4.0'
'Szechuan Spice','Concord','ON','4.0'
'Be Fabulous Lash & Laser Clinic','Toronto','ON','4.5'
'Med Boutique Medical and Laser Spa','Charlotte','NC','5.0'
'Red Rocks Cafe','Huntersville','NC','4.0'
'Plaisir Du Chocolat','Edinburgh','EDH','4.0'
'Community Pharmacy','Madison','WI','4.5'
'All Pierogi Kitchen & Euro Market','Mesa','AZ','4.5'
'Rockledge Fairways Apartments','Phoenix','AZ','2.5'
'Taco Bell','Las Vegas','NV','2.5'
'Radisson Hotel','North York','ON','2.0'
'Acme Pest Control','Concord','NC','3.5'
'Universal Truck Rental','Mississauga','ON','3.0'
'Express Title & Registration Motor Vehicle Services','Phoenix','AZ','2.5'
'Kens Masonry','Chandler','AZ','4.0'
'Platt & Westby','Phoenix','AZ','4.5'
'Malik Edward J OD','Las Vegas','NV','5.0'
'Porcelli's Italian Bistro','Cleveland','OH','3.0'
'Pro Nails Spa','Fort Mill','SC','2.0'
'Tropical Smoothie Cafe','Henderson','NV','2.0'
'Colby Cruiser','Gilbert','AZ','4.5'
'Mixxed Auto Design','Phoenix','AZ','4.5'
'StorageOne Durango & US 95','Las Vegas','NV','5.0'
'PetSmart','East York','ON','3.5'
'Ticor Title At Tivoli Village','Las Vegas','NV','3.5'
'Filiberto's Mexican Food','MESA','AZ','2.5'
'Junior','MontrΓ©al','QC','3.5'
'Even Stevens Sandwiches','Chandler','AZ','4.5'
'The Perfect Scoop & Boba Tea','Las Vegas','NV','3.5'
'Pita Pit','Fairlawn','OH','4.0'
'Bear Arms Firearms','Paradise Valley','AZ','4.0'
'Charlotte Mecklenburg Library - Plaza Midwood','Charlotte','NC','3.5'
'Dreamcoat Flooring','Gilbert','AZ','1.5'
'Royal Caribbean Cafe','Toronto','ON','4.0'
'Jakarta Cafe','Madison','WI','3.0'
'Zumba Dance Toronto','Toronto','ON','2.5'
'CodaKid','Scottsdale','AZ','5.0'
'KFC/Taco Bell','Thornhill','ON','2.5'
'Starbucks','Las Vegas','NV','3.0'
'Notes N Quotes','Champaign','IL','3.0'
'DarkStar Computing LLC','Surprise','AZ','5.0'
'First Watch - Breakfast Brunch & Lunch','Mayfield Heights','OH','4.0'
'Fresh Buffet','Las Vegas','NV','2.5'
'Joyce Buick GMC','Avon','OH','4.0'
'Bergeron Engineering','Mesa','AZ','5.0'
'Carl's Jr.','Las Vegas','NV','3.0'
'CN Tower','Toronto','ON','4.0'
'Vap O Rise','Las Vegas','NV','4.0'
'The Melting Pot - Phoenix','Phoenix','AZ','3.5'
'Tower City Center','Cleveland','OH','2.5'
'Harp & Crown','Pickering','ON','3.0'
'The Snooty Fox Tattoo Parlor','Phoenix','AZ','5.0'
'Huntridge Circle Park','Las Vegas','NV','2.5'
'Executive Air Conditioning','Las Vegas','NV','5.0'
'Lanterna Restaurant','Scarborough','NYK','5.0'
'Lee's Sandwiches','Henderson','NV','3.5'
'Chinatown Foot Reflexology','Las Vegas','NV','3.0'
'Hall Of Fame Collectables','Mesa','AZ','3.5'
'Brio On Ray','Chandler','AZ','2.5'
'Realty ONE Group','Scottsdale','AZ','4.5'
'Moondogs Pub','Pittsburgh','PA','3.5'
'Dr. Alexander & Co.','Las Vegas','NV','5.0'
'Babcock Plumbing llc','Scottsdale','AZ','5.0'
'Pizza Hut','Tempe','AZ','3.0'
'Go Organique','Kirkland','QC','2.0'
'Garden Inn Extended Stay Hotel','Charlotte','NC','1.0'
'Tapas Papa Frita','Scottsdale','AZ','3.5'
'LCBO','Toronto','ON','4.5'
'Hand In Hand Preschool and Early Development Center','Las Vegas','NV','4.0'
'Black Canary Espresso Bar','Toronto','ON','4.5'
'Hawker Bar','Toronto','ON','3.5'
'Ellen's Place','Mississauga','ON','3.0'
'Lava Cafe and Hookah Lounge','Mesa','AZ','4.5'
'Le Cozy CafΓ©','Hudson','QC','4.0'
'Soderberg','Edinburgh','EDH','4.0'
'Sande Wildlife Control','Toronto','ON','5.0'
'Plumbing Kings','Las Vegas','NV','5.0'
'Tindol Ford Subaru ROUSH','Gastonia','NC','2.5'
'Farmhouse Restaurant At Harvest Market','Champaign','IL','3.5'
'Cristina Esthetics','Toronto','ON','5.0'
'Perfect Teeth','Surprise','AZ','3.5'
'Antique Sugar','Phoenix','AZ','5.0'
'Wicker Emporium','Woodbridge','ON','3.0'
'Freshii','Mississauga','ON','3.5'
'Licks Cake Design','Edinburgh','EDH','2.5'
'Swiss Chalet Rotisserie & Grill','Brampton','ON','1.5'
'Arizona Physical Therapy Specialists','Phoenix','AZ','5.0'
'The Genius Truck','Scottsdale','AZ','4.5'
'Organizing by Marshall','Toronto','ON','5.0'
'Piece of the Past Inc','Las Vegas','NV','3.5'
'Smashburger','Las Vegas','NV','3.5'
'Coiffure Desjardins','MontrΓ©al','QC','2.5'
'All N One Smoke Shop','Mesa','AZ','5.0'
'Chandler Museum','Chandler','AZ','4.0'
'Ichi Ramen House','Las Vegas','NV','4.0'
'Don Miller Mazda','Madison','WI','4.0'
'Pizza Smart Heimservice','Filderstadt','BW','3.0'
'Autobell Car Wash','Charlotte','NC','3.0'
'#1 Cochran Monroeville Collision Center','Monroeville','PA','2.5'
'Mamaluv','Toronto','ON','1.0'
'Canadian Fingerprinting Services','Toronto','ON','5.0'
'Southwest Bikes','Las Vegas','NV','4.0'
'Sunscreens By Mark','Phoenix','AZ','4.5'
'Labad's','Pittsburgh','PA','4.5'
'Avista Senior Living North Mountain','Phoenix','AZ','4.0'
'Michael's Frozen Custard','Madison','WI','3.0'
'Discount Cleaners','Tempe','AZ','3.5'
'New Wok Chinese Food','Avondale','AZ','3.0'
'Waterstone Mortgage','Gilbert','AZ','4.0'
'Community Clinical Pharmacy','Mesa','AZ','3.5'
'Hollywood Smokes And Vapes','Henderson','NV','4.5'
'Pizza Hut','Las Vegas','NV','2.0'
'Sushi Bar','Toronto','ON','3.0'
'Nova Era Bakery','Toronto','ON','3.0'
'Edgar Snyder & Associates','Pittsburgh','PA','3.5'
'Dior Beauty Boutique','Las Vegas','NV','4.0'
'King's Barber Shop','Urbana','IL','4.5'
'Absolute Beauty Company','Scottsdale','AZ','5.0'
'Bixi','MontrΓ©al','QC','4.0'
'The Underground Butcher','Madison','WI','4.5'
'Dankle Brunson & Lee','Champaign','IL','3.5'
'Sally Beauty','Scarborough','ON','1.5'
'Aldi Supermarket','Sun Prairie','WI','3.5'
'Wendy's','Penn Hills','PA','2.0'
'Horizon Eye Specialists & Lasik Center','Phoenix','AZ','3.0'
'Ben & Florentine','MontrΓ©al','QC','2.5'
'Harb Mouchir S MD','Las Vegas','NV','1.0'
'Leon's Furniture','Laval','QC','1.5'
'Freddy's Frozen Custard & Steakburgers','Concord','NC','3.5'
'Steel Shield Doors and More','Phoenix','AZ','4.5'
'Hand & Stone Massage and Facial Spa','Vaughan','ON','3.0'
'Fry's Marketplace Stores of Arizona','Mesa','AZ','4.5'
'HellBilly Motorcycles LLC','Phoenix','AZ','4.5'
'Talon Club','Las Vegas','NV','4.0'
'Longue Vue Club','Verona','PA','4.5'
'Giant Eagle Supermarket','Cleveland','OH','3.0'
'Advanced Medical Hair Institute','Las Vegas','NV','5.0'
'NorthStar Dentistry for Adults','Huntersville','NC','5.0'
'Retina Associates of Cleveland','Beachwood','OH','5.0'
'The Beach House Bar & Grill','Toronto','ON','4.5'
'Mar-Lou Shoes','Lyndhurst','OH','4.0'
'Fired Pie','Glendale','AZ','4.0'
'Great Beginnings Christian Preschool & Childcare','Goodyear','AZ','5.0'
'B-Boss KTV','Toronto','ON','3.0'
'Nicki Handel Photography','Sun Prairie','WI','5.0'
'Svelte Pro','Mesa','AZ','5.0'
'Steven G Fox PHD','Tempe','AZ','3.5'
'Las Vegas Collision Center','Las Vegas','NV','5.0'
'Automatic Gate Systems','Phoenix','AZ','2.0'
'The UPS Store','Fairview Park','OH','3.0'
'Abbott Trophies','Las Vegas','NV','5.0'
'Sonoran Pain Management','Phoenix','AZ','3.0'
'Rose Nail & Spa','Las Vegas','NV','3.5'
'Bruce D SchwartzDDS','Scottsdale','AZ','5.0'
'Arthur Murray Dance Studio Scottsdale','Scottsdale','AZ','3.5'
'Flare Bar','Las Vegas','NV','4.0'
'Tim Hortons','Mississauga','ON','2.5'
'Wedding Cakes by Rosie','Champaign','IL','5.0'
'Tiffany & Co.','Scottsdale','AZ','4.0'
'Megan Daugherty At Sachi Salon and Spa','Scottsdale','AZ','5.0'
'French Creek Family YMCA','Avon','OH','2.5'
'LV Floor Restoration','Las Vegas','NV','5.0'
'Allstate Appliances','Scottsdale','AZ','2.5'
'Godspeed Brewery','Toronto','ON','3.5'
'Safewire Electric','Phoenix','AZ','2.5'
'Movado Outlet Store','Chandler','AZ','2.0'
'The Tradition Golf Club','Charlotte','NC','3.5'
'AMC Westwood Town Center 6','Rocky River','OH','4.5'
'Taverna Sultan Saray','Stuttgart','BW','3.0'
'Fry's Food Stores of Arizona','Surprise','AZ','3.0'
'Himalaya','Longueuil','QC','4.0'
'Scottsdale Pen and Knife','Scottsdale','AZ','4.5'
'iPhone DOCTOR - Rainbow','Las Vegas','NV','3.0'
'One Love Vapors','Las Vegas','NV','4.0'
'Made in Argentina','Las Vegas','NV','4.0'
'Canterbury Place','Pittsburgh','PA','2.5'
'Aromaz','Toronto','ON','3.5'
'Turn Key Property Solutions','Henderson','NV','1.5'
'3 Dudes Quilting','Phoenix','AZ','4.0'
'St Joseph's Health Centre','Toronto','ON','3.0'
'Fly High Paragliding','Mesa','AZ','3.0'
'Target Store','Madison','WI','3.5'
'Gorgeous Hair with Lainie','Phoenix','AZ','5.0'
'Results Only','Phoenix','AZ','5.0'
'Pizzaville','Mississauga','ON','4.0'
'Advanced Ankle & Foot','Gilbert','AZ','2.5'
'Glendale Powder Coating','Glendale','AZ','4.0'
'Myers Park Baptist Church','Charlotte','NC','3.5'
'Loving Paws Pet Clinic','Savoy','IL','5.0'
'Marche Kim Hour','MontrΓ©al','QC','3.5'
'Purolator Courier','Toronto','ON','2.0'
'Beta Supermarkt','Stuttgart','BW','5.0'
'The Sanctuary Nails and Spa','Avondale','AZ','3.5'
'Beauty in Vegas','Las Vegas','NV','4.0'
'Ariat Roofing','North Las Vegas','NV','4.0'
'Pride Auto Glass LLC','Peoria','AZ','5.0'
'Southern Nevada Museum of Fine Art','Las Vegas','NV','5.0'
'Chatime North York','North York','ON','3.5'
'Jaffe Chiropractic','Charlotte','NC','4.5'
'Richland Cafe','Lakewood','OH','4.0'
'Mattress Firm South End','Charlotte','NC','4.0'
'Old Carolina Barbecue Company','Strongsville','OH','3.5'
'Styles by Cardamone Salon & Day Spa','Pittsburgh','PA','5.0'
'Jimmy John's','Matthews','NC','3.0'
'The Scarborough Hospital','Scarborough','ON','2.5'
'Sansotei','Toronto','ON','4.0'
'Nails Boutique','Verona','WI','5.0'
'Lash Dolls LV','Las Vegas','NV','5.0'
'MTC Tire Oakville','Oakville','ON','3.0'
'Tuck Shop','Phoenix','AZ','4.5'
'DSW','Mississauga','ON','3.0'
'In-N-Out Burger','Las Vegas','NV','4.0'
'Celebrity Tanning','Scottsdale','AZ','4.0'
'Top Choice Electric','Chandler','AZ','4.5'
'Hopscotch','Toronto','ON','3.5'
'Perkins Restaurant & Bakery','Middleburg Heights','OH','2.5'
'OrganizeSmith','Phoenix','AZ','5.0'
'6 Degrees Studio','Toronto','ON','4.5'
'Junk King','Toronto','ON','5.0'
'HireAWiz Web Design','Glendale','AZ','5.0'
'Tomato','MontrΓ©al','QC','3.0'
'Taquizas Kabronis','Phoenix','AZ','4.5'
'Sheraton Toronto Airport Hotel & Conference Centre','Toronto','ON','3.0'
'Moe's Southwest Grill','Concord','NC','2.5'
'Caesar's Palace Sports Book','Las Vegas','NV','3.5'
'Mint Indian Cuisine','Scottsdale','AZ','3.5'
'Nubo Sushi','Bois-Des-Filion','QC','3.0'
'Enterprise Rent-A-Car','Chagrin Falls','OH','5.0'
'Tim Hortons','Toronto','ON','3.0'
'Epi Breads','Toronto','ON','4.0'
'Starbucks','Thornhill','ON','3.0'
'Zone 28','Pittsburgh','PA','3.0'
'Amaya Express','Toronto','ON','2.0'
'Smashburger','Las Vegas','NV','3.0'
'Verizon Authorized Retailer - GoWireless','Las Vegas','NV','4.0'
'Red Rock Painting','Phoenix','AZ','5.0'
'Out-of-the-Box Marketing & Consulting','Scottsdale','AZ','5.0'
'Diana Meat Groceries','Toronto','ON','4.5'
'University Hospitals Parma Medical Center','Parma','OH','3.0'
'Jersey Mike's Subs','Cuyahoga Falls','OH','4.0'
'Fitzmaurice Hand Institute','Scottsdale','AZ','4.0'
'Carly's Bistro','Phoenix','AZ','4.0'
'Custom Color & Collision Center','North Royalton','OH','4.5'
'Barber Shoppe','Fountain Hills','AZ','5.0'
'Nothing But Noodles','Charlotte','NC','3.5'
'Noda Company Store','Charlotte','NC','4.5'
'Notre-Boeuf-de-GrΓΆce','MontrΓ©al','QC','4.0'
'Findlay Toyota','Henderson','NV','3.5'
'Panda Express','Las Vegas','NV','3.0'
'The Rice Shop','Las Vegas','NV','4.5'
'Yorkdale Shopping Centre','Toronto','ON','3.5'
'Thrifty Car Rental','Toronto','ON','1.0'
'ACN Painting','Mesa','AZ','3.5'
'Flow Hair Studio','Phoenix','AZ','5.0'
'LunaHombre','Belmont','NC','4.5'
'Delectable Hair Designs by Marcella','Las Vegas','NV','5.0'
'Camp Bow Wow Pittsburgh North Hills','Pittsburgh','PA','4.5'
'York Medical','Richmond Hill','ON','2.5'
'Go For Thai','Whitby','ON','3.0'
'Chef Flemming's BakeShop','Henderson','NV','4.5'
'Edible Arrangements','Phoenix','AZ','2.5'
'Therapeutic Massage By Beth','Pittsburgh','PA','5.0'
'Ari Sushi','Cave Creek','AZ','4.0'
'Macy's','Las Vegas','NV','3.0'
'Mascot Brewery','Toronto','ON','3.0'
'The Lock Shop','Mesa','AZ','5.0'
'Tim Hortons','MontrΓ©al','QC','2.5'
'Bubba Q','Edinburgh','EDH','3.5'
'Natures Health Shoppe','Gilbert','AZ','5.0'
'Tobler Physical Therapy','Mesa','AZ','4.0'
'Bonnie Speed Logistics','Cleveland','OH','5.0'
'Main Street Dental Team','Unionville','ON','3.5'
'Salon Vivace','Charlotte','NC','5.0'
'Imagine Dental - Ahwatukee','Phoenix','AZ','4.0'
'Jessy S Sidhu DMD','Las Vegas','NV','4.5'
'Pi Co','Toronto','ON','4.0'
'Continental Hair','Toronto','ON','2.5'
'Circle K','Phoenix','AZ','2.0'
'Over Easy','Phoenix','AZ','3.5'
'Climb Camelback','Scottsdale','AZ','5.0'
'Hand & Stone Massage and Facial Spa','Whitby','ON','4.5'
'Sommerhof','Sindelfingen','BW','4.0'
'Rocky Mountain Chocolate Factory','Toronto','ON','2.5'
'Toddy Shop','Las Vegas','NV','5.0'
'Bar Six40','Scottsdale','AZ','2.5'
'Puddle Jumper Pool Service LLC','Gilbert','AZ','5.0'
'To Piato','Kornwestheim','BW','3.5'
'Staples','Scottsdale','AZ','2.5'
'Habel-PΓ¶llmann','BΓ¶blingen','BW','4.0'
'Spinal Care of Nevada','Las Vegas','NV','3.5'
'El Gran Taco','Las Vegas','NV','3.5'
'Scott's Half-Price PLumbing','Las Vegas','NV','4.0'
'Brideside','Charlotte','NC','5.0'
'BMW of Henderson','Henderson','NV','3.5'
'Moghel Tandoori','Longueuil','QC','3.0'
'Serenity Spinal Care','Las Vegas','NV','5.0'
'Lerner & Rowe Injury Attorneys','Arrowhead','AZ','3.0'
'Motors & More','Las Vegas','NV','5.0'
'The Vitamin Shoppe','Las Vegas','NV','3.5'
'Hope House','Phoenix','AZ','2.0'
'Prompt Titles and Registrations','Phoenix','AZ','4.0'
'The Ivy','Chandler','AZ','4.0'
'Angry Monkey MMA','MontrΓ©al','QC','5.0'
'Dunkin' Donuts','Pittsburgh','PA','2.5'
'Thunderbird Custom Design','Goodyear','AZ','5.0'
'Tower 66','BΓ¶blingen','BW','3.5'
'IHOP','Las Vegas','NV','3.5'
'Claire's','Phoenix','AZ','2.5'
'Camden San Marcos','Scottsdale','AZ','2.0'
'Roux','Toronto','ON','3.5'
'Bosa Donuts','Phoenix','AZ','4.5'
'The Little Clinic','Tempe','AZ','4.0'
'Giant Eagle','Cleveland','OH','2.5'
'Autobell Car Wash','Matthews','NC','2.5'
'Las Vegas Suites','Las Vegas','NV','3.5'
'Modern Furniture Knockoff','Toronto','ON','2.5'
'Piedmont Family Practice at Tega Cay','Fort Mill','SC','3.0'
'Papa Murphy's','Sun Prairie','WI','2.5'
'Starbucks','Phoenix','AZ','3.5'
'The Barber Shop','Markham','ON','3.5'
'Tinkers Creek Road Tavern','Walton Hills','OH','3.5'
'Mirch Masala','Madison','WI','4.0'
'Girlz Ink','Las Vegas','NV','5.0'
'Kopper Popper','Fairlawn','OH','5.0'
'Lunde's Peoria Volkswagen','Peoria','AZ','4.5'
'Danny's Total Car Care','Chandler','AZ','3.0'
'Shawarma Express','Toronto','ON','3.5'
'First Choice Haircutters','Markham','ON','1.5'
'Foot Care Massage','Avondale','AZ','4.0'
'Pittsburgh Eye Care Associates','Bridgeville','PA','5.0'
'Hedi's: Alterations','Rocky River','OH','2.0'
'Maltz Museum of Jewish Heritage','Beachwood','OH','3.0'
'Dobson Bay Chiropractic','Mesa','AZ','4.5'
'Pride Dental Group DDS','Scottsdale','AZ','2.0'
'Tips and Toes by Anna','Las Vegas','NV','4.5'
'Decatur & Craig Chiropractic','Las Vegas','NV','5.0'
'The UPS Store','Belmont','NC','3.0'
'Pho Asia 39','Toronto','ON','3.0'
'San Montego Apts','Mesa','AZ','2.5'
'Deer Valley Counseling - Phoenix','Phoenix','AZ','1.0'
'Buffalo Wild Wings','Gilbert','AZ','3.0'
'Fancy Nail Salon','Pittsburgh','PA','4.0'
'Librairie Michel Fortin','MontrΓ©al','QC','4.5'
'Sun Country Heating and Cooling','Las Vegas','NV','4.5'
1,000 rows selected (0.457 seconds)
